"Match","Start Time","Winner","Red Team (1)","Red Team (2)","Red Team (3)","Red Team (Sitting)","Red Score","Blue Team (1)","Blue Team (2)","Blue Team (3)","Blue Team (Sitting)","Blue Score"
"Qualifier #27","2020-02-01T16:16:00Z","blue","2602F","25600X","None","None","40","9421R","9421X","None","None","48"
"Qualifier #28","2020-02-01T16:19:30Z","blue","99928A","8568G","None","None","6","2606A","2442E","None","None","7"
"Qualifier #29","2020-02-01T16:23:00Z","red","63857A","785E","None","None","52","2602D","5313B","None","None","6"
"Qualifier #30","2020-02-01T16:26:30Z","red","8568C","8568H","None","None","18","16738B","8568E","None","None","4"
"Qualifier #31","2020-02-01T16:30:00Z","red","25600S","8568X","None","None","68","8568B","63857E","None","None","18"
"Qualifier #32","2020-02-01T16:33:15Z","blue","2606C","29718A","None","None","17","977Z","63857B","None","None","18"
"Qualifier #33","2020-02-01T16:36:30Z","blue","99928C","99928E","None","None","6","99928B","8884A","None","None","8"
"Qualifier #34","2020-02-01T16:39:45Z","blue","2602K","2602M","None","None","3","63857D","3379B","None","None","24"
"Qualifier #35","2020-02-01T16:43:00Z","blue","76645A","8568G","None","None","9","4344Y","785Z","None","None","31"
"Qualifier #36","2020-02-01T16:46:15Z","blue","8568J","25600X","None","None","26","2602H","63857A","None","None","65"
"Qualifier #37","2020-02-01T16:49:30Z","red","2602G","8568A","None","None","24","99928D","8884B","None","None","18"
"Qualifier #38","2020-02-01T16:52:45Z","red","8568E","9421X","None","None","23","99928A","2602B","None","None","6"
"Qualifier #39","2020-02-01T16:56:00Z","tie","5313C","4344Z","None","None","15","8568H","2606B","None","None","15"
"Qualifier #40","2020-02-01T16:59:15Z","blue","16738A","2602F","None","None","7","9421V","2602C","None","None","15"
"Qualifier #41","2020-02-01T17:02:30Z","red","4898C","2602A","None","None","29","9421R","16738B","None","None","21"
"Qualifier #42","2020-02-01T17:05:45Z","red","2442E","2442F","None","None","9","5313B","5313A","None","None","8"
"Qualifier #43","2020-02-01T17:09:00Z","blue","4898B","2602E","None","None","27","4898A","2602D","None","None","48"
"Qualifier #44","2020-02-01T17:12:15Z","blue","25600H","8568D","None","None","13","785E","2606A","None","None","29"
"Qualifier #45","2020-02-01T17:15:30Z","red","2442A","8568C","None","None","56","785B","817F","None","None","22"
"Qualifier #46","2020-02-01T17:18:45Z","red","5313C","63857A","None","None","58","63857E","8568E","None","None","3"
"Qualifier #47","2020-02-01T17:22:00Z","blue","99928B","99928A","None","None","2","8568X","16738A","None","None","38"
"Qualifier #48","2020-02-01T17:25:15Z","red","99928C","16738B","None","None","12","8568J","8568G","None","None","7"
"Qualifier #49","2020-02-01T17:28:30Z","red","2442E","8884B","None","None","26","2606C","2602F","None","None","7"
"Qualifier #50","2020-02-01T17:31:45Z","red","99928D","3379B","None","None","15","4898C","8884A","None","None","14"
"Qualifier #51","2020-02-01T17:35:00Z","blue","8568B","4898A","None","None","14","25600X","5313B","None","None","32"
"Qualifier #52","2020-02-01T17:38:15Z","blue","785Z","5313A","None","None","27","25600H","2602H","None","None","57"
"Qualifier #53","2020-02-01T17:41:30Z","blue","2602E","25600S","None","None","9","8568A","63857D","None","None","21"
"Qualifier #54","2020-02-01T17:44:45Z","blue","8568H","977Z","None","None","8","785B","2602A","None","None","32"
"Qualifier #55","2020-02-01T17:48:00Z","blue","63857B","9421R","None","None","10","9421V","99928E","None","None","16"
"Qualifier #56","2020-02-01T17:51:15Z","blue","2602D","2602C","None","None","7","4344Z","29718A","None","None","10"
"Qualifier #57","2020-02-01T17:54:30Z","red","817F","9421X","None","None","64","2602M","2442F","None","None","7"
"Qualifier #58","2020-02-01T17:57:45Z","red","2602G","2606B","None","None","34","785E","2602K","None","None","22"
"Qualifier #59","2020-02-01T18:01:00Z","red","8568D","76645A","None","None","13","8568C","4898B","None","None","3"
"Qualifier #60","2020-02-01T18:04:15Z","blue","4344Y","2606A","None","None","33","2602B","2442A","None","None","37"
"Qualifier #61","2020-02-01T18:07:30Z","blue","2606C","8568J","None","None","5","99928D","8568H","None","None","8"
"Qualifier #62","2020-02-01T18:10:45Z","blue","8884B","9421V","None","None","29","25600X","3379B","None","None","45"
"Qualifier #63","2020-02-01T18:14:00Z","red","8884A","2442E","None","None","19","63857E","25600H","None","None","9"
"Qualifier #64","2020-02-01T18:17:15Z","blue","2602A","785Z","None","None","19","63857B","63857A","None","None","34"
"Qualifier #65","2020-02-01T18:20:30Z","red","5313B","99928C","None","None","9","2606B","29718A","None","None","8"
"Qualifier #66","2020-02-01T18:23:45Z","red","4898C","2602D","None","None","25","2602H","8568C","None","None","16"
"Qualifier #67","2020-02-01T18:27:00Z","red","2602G","8568X","None","None","52","9421X","785B","None","None","35"
"Qualifier #68","2020-02-01T18:30:15Z","blue","8568G","99928B","None","None","7","2442A","4898B","None","None","33"
"Qualifier #69","2020-02-01T18:33:30Z","blue","8568E","2602M","None","None","1","2602E","785E","None","None","20"
"Qualifier #70","2020-02-01T18:36:45Z","red","2602B","16738A","None","None","14","4344Z","2602K","None","None","3"
"Qualifier #71","2020-02-01T18:40:00Z","blue","4898A","2442F","None","None","9","4344Y","99928A","None","None","12"
"Qualifier #72","2020-02-01T18:43:15Z","blue","977Z","817F","None","None","6","9421R","8568D","None","None","15"
"Qualifier #73","2020-02-01T18:46:30Z","red","5313C","8568B","None","None","18","8568A","5313A","None","None","10"
"Qualifier #74","2020-02-01T18:49:45Z","blue","76645A","99928E","None","None","7","25600S","2602C","None","None","34"
"Qualifier #75","2020-02-01T18:53:00Z","blue","16738B","2606A","None","None","26","63857D","2602F","None","None","61"
"Qualifier #76","2020-02-01T18:56:15Z","tie","63857E","8568C","None","None","8","2602E","2606B","None","None","8"
"Qualifier #77","2020-02-01T18:59:30Z","blue","2442E","785E","None","None","24","8568J","8568X","None","None","52"
"Qualifier #78","2020-02-01T19:02:45Z","blue","2442A","99928D","None","None","14","4898A","63857A","None","None","23"
"Qualifier #79","2020-02-01T19:06:00Z","blue","3379B","99928C","None","None","2","2602A","8568E","None","None","18"
"Qualifier #80","2020-02-01T19:09:15Z","blue","63857B","2602M","None","None","9","2602D","5313C","None","None","15"
"Qualifier #81","2020-02-01T19:12:30Z","blue","4344Z","4344Y","None","None","8","25600S","9421V","None","None","30"
"Qualifier #82","2020-02-01T19:15:45Z","red","63857D","8884A","None","None","36","9421R","2606C","None","None","14"
"Qualifier #83","2020-02-01T19:19:00Z","red","5313B","2606A","None","None","18","817F","76645A","None","None","4"
"Qualifier #84","2020-02-01T19:22:15Z","red","2602K","8568H","None","None","20","2442F","4898B","None","None","6"
"Qualifier #85","2020-02-01T19:25:30Z","red","977Z","99928A","None","None","25","16738B","99928E","None","None","10"
"Qualifier #86","2020-02-01T19:28:45Z","blue","2602C","25600X","None","None","26","2602G","5313A","None","None","41"
"Qualifier #87","2020-02-01T19:32:00Z","blue","2602B","29718A","None","None","4","8884B","25600H","None","None","14"
"Qualifier #88","2020-02-01T19:35:15Z","red","2602F","4898C","None","None","41","8568D","99928B","None","None","18"
"Qualifier #89","2020-02-01T19:38:30Z","red","16738A","8568A","None","None","18","785Z","9421X","None","None","15"
"Qualifier #90","2020-02-01T19:41:45Z","red","2602H","785B","None","None","50","8568B","8568G","None","None","13"
"Qualifier #91","2020-02-01T19:45:00Z","red","3379B","63857A","None","None","25","8568C","4344Z","None","None","3"
"Qualifier #92","2020-02-01T19:48:15Z","blue","2602D","99928E","None","None","12","2602K","8568X","None","None","46"
"Qualifier #93","2020-02-01T19:51:30Z","blue","4344Y","25600X","None","None","5","99928D","99928C","None","None","6"
"Qualifier #94","2020-02-01T19:54:45Z","red","2602A","29718A","None","None","28","4898A","2606A","None","None","27"
"Qualifier #95","2020-02-01T19:58:00Z","blue","8568D","9421V","None","None","12","16738B","2602B","None","None","14"
"Qualifier #96","2020-02-01T20:01:15Z","blue","2602E","2602C","None","None","26","9421X","977Z","None","None","48"
"Qualifier #97","2020-02-01T20:04:30Z","red","8568H","4898C","None","None","20","8568B","99928A","None","None","12"
"Qualifier #98","2020-02-01T20:07:45Z","red","8884B","25600S","None","None","48","63857B","785E","None","None","8"
"Qualifier #99","2020-02-01T20:11:00Z","tie","8568A","2442A","None","None","10","2442E","2602M","None","None","10"
"Qualifier #100","2020-02-01T20:14:15Z","red","2602F","2602G","None","None","24","8568J","785Z","None","None","14"
"Qualifier #101","2020-02-01T20:17:30Z","red","63857E","785B","None","None","11","99928B","2606C","None","None","3"
"Qualifier #102","2020-02-01T20:20:45Z","red","76645A","63857D","None","None","37","16738A","2602H","None","None","22"
"Qualifier #103","2020-02-01T20:24:00Z","blue","5313A","2606B","None","None","18","8884A","817F","None","None","48"
"Qualifier #104","2020-02-01T20:27:15Z","blue","8568E","25600H","None","None","4","8568G","2442F","None","None","14"
"Qualifier #105","2020-02-01T20:30:30Z","red","9421R","4898B","None","None","22","5313B","5313C","None","None","14"
"R16 #1-1","N/A","red","63857A","63857D","None","None","93","2602B","16738B","None","None","11"
"R16 #2-1","N/A","blue","8884A","817F","None","None","13","8884B","2606A","None","None","62"
"R16 #3-1","N/A","red","785B","25600S","None","None","18","99928D","99928E","None","None","10"
"R16 #4-1","N/A","red","2602G","2602H","None","None","23","785E","2606B","None","None","16"
"R16 #5-1","N/A","blue","8568X","2602A","None","None","7","977Z","2602F","None","None","11"
"R16 #6-1","N/A","red","9421V","9421R","None","None","18","8568H","25600X","None","None","16"
"R16 #7-1","N/A","red","9421X","2442A","None","None","36","4898C","4898A","None","None","4"
"R16 #8-1","N/A","blue","3379B","2442E","None","None","2","8568A","16738A","None","None","13"
"QF #1-1","N/A","red","63857A","63857D","None","None","55","8884B","2606A","None","None","29"
"QF #2-1","N/A","blue","785B","25600S","None","None","16","2602G","2602H","None","None","27"
"QF #3-1","N/A","red","977Z","2602F","None","None","21","9421V","9421R","None","None","19"
"QF #4-1","N/A","red","9421X","2442A","None","None","45","8568A","16738A","None","None","28"
"SF #1-1","N/A","red","63857A","63857D","None","None","29","2602G","2602H","None","None","19"
"SF #2-1","N/A","blue","977Z","2602F","None","None","16","9421X","2442A","None","None","43"
"Final #1-1","N/A","red","63857A","63857D","None","None","36","9421X","2442A","None","None","32"
