"Match","Start Time","Winner","Red Team (1)","Red Team (2)","Red Team (3)","Red Team (Sitting)","Red Score","Blue Team (1)","Blue Team (2)","Blue Team (3)","Blue Team (Sitting)","Blue Score"
"Qualifier #68","2019-12-21T18:24:30Z","blue","2442B","6181C","None","None","32","9421X","75735A","None","None","33"
"Qualifier #69","2019-12-21T18:28:00Z","red","1615A","785A","None","None","21","58566C","4344Y","None","None","16"
"Qualifier #70","2019-12-21T18:31:30Z","blue","9421R","75735C","None","None","20","99928D","2606A","None","None","21"
"Qualifier #71","2019-12-21T18:35:00Z","red","549C","2442F","None","None","11","2606C","6181A","None","None","3"
"Qualifier #72","2019-12-21T18:38:30Z","blue","549V","99928E","None","None","10","6181B","63857D","None","None","30"
"Qualifier #73","2019-12-21T18:42:00Z","red","41364A","25600H","None","None","34","85127A","55550W","None","None","13"
"Qualifier #74","2019-12-21T18:45:30Z","red","785E","63857A","None","None","16","817F","2606B","None","None","14"
"Qualifier #75","2019-12-21T18:49:00Z","red","10102X","81118P","None","None","20","3379A","9421V","None","None","3"
"Qualifier #76","2019-12-21T18:52:30Z","red","785Z","10102A","None","None","40","55550X","4344Z","None","None","16"
"Qualifier #77","2019-12-21T18:56:00Z","red","58566A","99928B","None","None","10","58566B","10900Z","None","None","0"
"Qualifier #78","2019-12-21T18:59:30Z","blue","1618A","2442E","None","None","9","375X","99928C","None","None","15"
"Qualifier #79","2019-12-21T19:03:00Z","red","817B","785B","None","None","43","75735B","49585B","None","None","10"
"Qualifier #80","2019-12-21T19:06:30Z","blue","977Z","2442A","None","None","37","85127A","2442B","None","None","38"
"Qualifier #81","2019-12-21T19:10:00Z","blue","58566C","549V","None","None","9","785E","99928D","None","None","20"
"Qualifier #82","2019-12-21T19:13:30Z","blue","2606B","25600H","None","None","17","10102X","2442F","None","None","19"
"Qualifier #83","2019-12-21T19:17:00Z","blue","2602A","55550W","None","None","9","9421R","2606C","None","None","13"
"Qualifier #84","2019-12-21T19:20:30Z","blue","6181C","10102A","None","None","6","75735C","2442E","None","None","7"
"Qualifier #85","2019-12-21T19:24:00Z","blue","6181A","6181B","None","None","6","10102Z","10900Z","None","None","8"
"Qualifier #86","2019-12-21T19:27:30Z","red","9421X","549C","None","None","64","785B","977Z","None","None","21"
"Qualifier #87","2019-12-21T19:31:00Z","red","81118P","375X","None","None","46","49585B","785A","None","None","8"
"Qualifier #88","2019-12-21T19:34:30Z","red","75735A","3379A","None","None","9","58566B","817B","None","None","2"
"Qualifier #89","2019-12-21T19:38:00Z","blue","99928E","75735B","None","None","4","4344Y","55550X","None","None","13"
"Qualifier #90","2019-12-21T19:41:30Z","blue","1615A","99928A","None","None","7","63857A","2606A","None","None","13"
"Qualifier #91","2019-12-21T19:45:00Z","red","9421V","1618A","None","None","8","2442A","99928B","None","None","7"
"Qualifier #92","2019-12-21T19:48:30Z","blue","63857D","4344Z","None","None","12","99928C","41364A","None","None","19"
"Qualifier #93","2019-12-21T19:52:00Z","red","58566A","785Z","None","None","44","817F","2602A","None","None","33"
"R16 #1-1","N/A","red","2442F","375X","None","None","36","6181B","1615A","None","None","20"
"R16 #2-1","N/A","red","10102X","9421R","None","None","15","1618A","9421V","None","None","3"
"R16 #3-1","N/A","red","2602A","2442A","None","None","37","2606A","2606B","None","None","12"
"R16 #4-1","N/A","red","9421X","81118P","None","None","31","2442E","10102Z","None","None","16"
"R16 #5-1","N/A","red","41364A","2442B","None","None","81","55550W","55550X","None","None","11"
"R16 #6-1","N/A","red","785Z","58566A","None","None","22","549C","4344Y","None","None","16"
"R16 #7-1","N/A","red","63857A","63857D","None","None","87","785B","785A","None","None","34"
"R16 #8-1","N/A","blue","785E","977Z","None","None","15","85127A","10102A","None","None","17"
"QF #1-1","N/A","red","2442F","375X","None","None","20","10102X","9421R","None","None","7"
"QF #2-1","N/A","blue","2602A","2442A","None","None","0","9421X","81118P","None","None","29"
"QF #3-1","N/A","red","41364A","2442B","None","None","80","785Z","58566A","None","None","37"
"QF #4-1","N/A","red","63857A","63857D","None","None","32","85127A","10102A","None","None","13"
"SF #1-1","N/A","blue","2442F","375X","None","None","32","9421X","81118P","None","None","40"
"SF #2-1","N/A","blue","41364A","2442B","None","None","15","63857A","63857D","None","None","25"
"Final #1-1","N/A","blue","9421X","81118P","None","None","16","63857A","63857D","None","None","27"
