"Match","Start Time","Winner","Red Team (1)","Red Team (2)","Red Team (3)","Red Team (Sitting)","Red Score","Blue Team (1)","Blue Team (2)","Blue Team (3)","Blue Team (Sitting)","Blue Score"
"Qualifier #32","2020-01-25T16:38:30Z","red","9228A","25600X","None","None","34","785E","785Z","None","None","21"
"Qualifier #33","2020-01-25T16:42:00Z","blue","8568D","5313A","None","None","1","25600S","2621A","None","None","18"
"Qualifier #34","2020-01-25T16:45:30Z","blue","55156A","9228E","None","None","2","10102X","9228B","None","None","17"
"Qualifier #35","2020-01-25T16:49:00Z","blue","8568H","785A","None","None","3","4898A","30906B","None","None","18"
"Qualifier #36","2020-01-25T16:52:30Z","blue","25600H","8568J","None","None","0","977Z","15797A","None","None","45"
"Qualifier #37","2020-01-25T16:56:00Z","blue","25600Y","2602A","None","None","11","785B","42367A","None","None","18"
"Qualifier #38","2020-01-25T16:59:30Z","blue","4898C","4716B","None","None","12","496P","3379A","None","None","21"
"Qualifier #39","2020-01-25T17:30:00Z","blue","4522A","8568G","None","None","5","16738B","496W","None","None","12"
"Qualifier #40","2020-01-25T17:33:15Z","blue","697D","8568C","None","None","11","41364A","2621B","None","None","40"
"Qualifier #41","2020-01-25T17:36:30Z","tie","8568B","9228D","None","None","6","58566B","8568E","None","None","6"
"Qualifier #42","2020-01-25T17:39:45Z","blue","58566A","5313B","None","None","12","81118P","8568X","None","None","34"
"Qualifier #43","2020-01-25T17:43:00Z","red","58566C","9228A","None","None","26","977Z","4716A","None","None","25"
"Qualifier #44","2020-01-25T17:46:15Z","red","10102X","496H","None","None","16","697C","697X","None","None","4"
"Qualifier #45","2020-01-25T17:49:30Z","blue","15797A","4898A","None","None","26","97512A","785B","None","None","35"
"Qualifier #46","2020-01-25T17:52:45Z","blue","16738A","25600H","None","None","17","25600Y","25600S","None","None","52"
"Qualifier #47","2020-01-25T17:56:00Z","blue","496P","5313C","None","None","12","2602A","785E","None","None","26"
"Qualifier #48","2020-01-25T17:59:15Z","blue","2621B","496W","None","None","7","8568D","8568B","None","None","14"
"Qualifier #49","2020-01-25T18:02:30Z","blue","2621A","8568A","None","None","6","16738B","4716B","None","None","14"
"Qualifier #50","2020-01-25T18:05:45Z","red","8568X","697D","None","None","17","4898B","9228D","None","None","3"
"Qualifier #51","2020-01-25T18:09:00Z","red","30906B","8568E","None","None","24","58566A","8568G","None","None","11"
"Qualifier #52","2020-01-25T18:12:15Z","red","55156A","3379A","None","None","12","5313A","58566B","None","None","6"
"Qualifier #53","2020-01-25T18:15:30Z","red","5313B","8568J","None","None","16","4898C","785A","None","None","9"
"Qualifier #54","2020-01-25T18:18:45Z","red","9228B","81118P","None","None","48","8568H","30906A","None","None","12"
"Qualifier #55","2020-01-25T18:22:00Z","blue","42367A","4522A","None","None","9","8568C","25600X","None","None","22"
"Qualifier #56","2020-01-25T18:25:15Z","red","41364A","9228C","None","None","13","785Z","9228E","None","None","5"
"Qualifier #57","2020-01-25T18:28:30Z","blue","16738B","496P","None","None","4","496H","977Z","None","None","8"
"Qualifier #58","2020-01-25T18:31:45Z","blue","58566C","30906B","None","None","12","785E","25600H","None","None","30"
"Qualifier #59","2020-01-25T18:35:00Z","red","785B","2621A","None","None","21","9228D","496W","None","None","2"
"Qualifier #60","2020-01-25T18:38:15Z","blue","25600Y","785A","None","None","12","55156A","8568X","None","None","27"
"Qualifier #61","2020-01-25T18:41:30Z","red","4716A","16738A","None","None","47","58566A","8568J","None","None","7"
"Qualifier #62","2020-01-25T18:44:45Z","red","8568D","5313C","None","None","12","4898C","8568C","None","None","10"
"Qualifier #63","2020-01-25T18:48:00Z","blue","785Z","15797A","None","None","7","81118P","3379A","None","None","38"
"Qualifier #64","2020-01-25T18:51:15Z","blue","5313A","9228B","None","None","25","41364A","42367A","None","None","36"
"Qualifier #65","2020-01-25T18:54:30Z","blue","9228C","697C","None","None","11","25600X","8568E","None","None","23"
"Qualifier #66","2020-01-25T18:57:45Z","blue","8568A","697X","None","None","5","4522A","97512A","None","None","9"
"Qualifier #67","2020-01-25T19:01:00Z","red","8568H","10102X","None","None","31","9228A","2621B","None","None","16"
"Qualifier #68","2020-01-25T19:04:15Z","red","2602A","4898A","None","None","52","697D","8568B","None","None","10"
"Qualifier #69","2020-01-25T19:07:30Z","tie","58566B","30906A","None","None","6","4898B","9228E","None","None","6"
"Qualifier #70","2020-01-25T19:10:45Z","red","25600S","4716B","None","None","27","5313B","8568G","None","None","11"
"Qualifier #71","2020-01-25T19:14:00Z","blue","9228D","4716A","None","None","12","55156A","41364A","None","None","33"
"Qualifier #72","2020-01-25T19:17:15Z","red","3379A","8568E","None","None","9","16738B","785E","None","None","7"
"Qualifier #73","2020-01-25T19:20:30Z","blue","97512A","8568C","None","None","11","30906B","16738A","None","None","19"
"Qualifier #74","2020-01-25T19:23:45Z","red","496W","9228C","None","None","12","15797A","496P","None","None","10"
"Qualifier #75","2020-01-25T19:27:00Z","red","785Z","58566A","None","None","33","25600Y","8568H","None","None","11"
"Qualifier #76","2020-01-25T19:30:15Z","tie","697D","977Z","None","None","11","785A","4522A","None","None","11"
"Qualifier #77","2020-01-25T19:33:30Z","red","8568B","9228A","None","None","25","697X","30906A","None","None","11"
"Qualifier #78","2020-01-25T19:36:45Z","blue","42367A","9228E","None","None","6","697C","4716B","None","None","11"
"Qualifier #79","2020-01-25T19:40:00Z","red","2621B","4898A","None","None","18","5313C","496H","None","None","6"
"Qualifier #80","2020-01-25T19:43:15Z","blue","8568X","58566B","None","None","22","25600S","10102X","None","None","42"
"Qualifier #81","2020-01-25T19:46:30Z","blue","8568A","8568D","None","None","8","5313B","25600H","None","None","12"
"Qualifier #82","2020-01-25T19:49:45Z","red","81118P","4898B","None","None","58","5313A","58566C","None","None","10"
"Qualifier #83","2020-01-25T19:53:00Z","blue","25600X","4898C","None","None","2","2621A","2602A","None","None","36"
"Qualifier #84","2020-01-25T19:56:15Z","red","785B","8568G","None","None","13","8568J","9228B","None","None","9"
"R16 #2-1","N/A","red","30906B","16738B","None","None","28","4716A","16738A","None","None","16"
"R16 #4-1","N/A","red","9228C","785E","None","None","25","9228A","8568B","None","None","13"
"R16 #6-1","N/A","red","3379A","9228B","None","None","32","4716B","4898A","None","None","15"
"R16 #8-1","N/A","red","2602A","8568X","None","None","20","25600H","8568E","None","None","14"
"QF #1-1","N/A","red","25600S","25600X","None","None","39","30906B","16738B","None","None","26"
"QF #2-1","N/A","red","10102X","785Z","None","None","25","9228C","785E","None","None","13"
"QF #3-1","N/A","red","41364A","81118P","None","None","76","3379A","9228B","None","None","28"
"QF #4-1","N/A","blue","785B","977Z","None","None","18","2602A","8568X","None","None","32"
"Qualifier #1","2020-01-25T14:50:00Z","red","25600S","785E","None","None","55","4898A","30906A","None","None","12"
"SF #1-1","N/A","red","25600S","25600X","None","None","78","10102X","785Z","None","None","45"
"SF #2-1","N/A","blue","41364A","81118P","None","None","46","2602A","8568X","None","None","48"
"Final #1-1","N/A","blue","25600S","25600X","None","None","15","2602A","8568X","None","None","28"
