"Match","Start Time","Winner","Red Team (1)","Red Team (2)","Red Team (3)","Red Team (Sitting)","Red Score","Blue Team (1)","Blue Team (2)","Blue Team (3)","Blue Team (Sitting)","Blue Score"
"Qualifier #25","2020-01-04T16:06:00Z","blue","10102X","4716C","None","None","17","81118P","375X","None","None","30"
"Qualifier #26","2020-01-04T16:10:00Z","blue","46024E","817F","None","None","8","4344Y","3379A","None","None","20"
"Qualifier #27","2020-01-04T16:14:00Z","blue","10900Z","8828A","None","None","3","99928D","9421V","None","None","9"
"Qualifier #28","2020-01-04T16:18:00Z","red","1615A","5313B","None","None","13","99928C","2079A","None","None","3"
"Qualifier #29","2020-01-04T16:22:00Z","red","25600S","8884A","None","None","26","4344X","2606A","None","None","23"
"Qualifier #30","2020-01-04T16:26:00Z","tie","55550W","817B","None","None","15","99928B","5313A","None","None","15"
"Qualifier #31","2020-01-04T16:30:00Z","blue","1618A","55550X","None","None","6","817F","977Z","None","None","16"
"Qualifier #32","2020-01-04T16:34:00Z","blue","2606C","10900Z","None","None","8","46024E","375X","None","None","27"
"Qualifier #33","2020-01-04T16:38:00Z","blue","99928C","4344X","None","None","4","85127A","10102X","None","None","25"
"Qualifier #34","2020-01-04T16:42:00Z","tie","99928D","99928E","None","None","12","8884A","55550W","None","None","12"
"Qualifier #35","2020-01-04T16:46:00Z","blue","2606A","2079B","None","None","5","5313B","4716C","None","None","6"
"Qualifier #36","2020-01-04T16:50:00Z","red","9421R","2079A","None","None","26","8828A","4344Y","None","None","16"
"Qualifier #37","2020-01-04T16:54:00Z","blue","4716B","2606B","None","None","12","81118P","4716A","None","None","37"
"Qualifier #38","2020-01-04T16:58:00Z","red","25600S","9421V","None","None","16","25600X","8884B","None","None","2"
"Qualifier #39","2020-01-04T17:02:00Z","blue","3379A","4344Z","None","None","3","1615A","5313C","None","None","15"
"Qualifier #40","2020-01-04T17:06:00Z","red","375X","817F","None","None","43","8884A","2079B","None","None","5"
"Qualifier #41","2020-01-04T17:10:00Z","red","4716A","977Z","None","None","16","4344X","817B","None","None","5"
"Qualifier #42","2020-01-04T17:14:00Z","red","2606C","99928B","None","None","23","25600X","9421R","None","None","16"
"Qualifier #43","2020-01-04T17:18:00Z","tie","4716C","5313A","None","None","6","99928E","99928C","None","None","6"
"Qualifier #44","2020-01-04T17:22:00Z","blue","25600S","81118P","None","None","0","8828A","1615A","None","None","29"
"Qualifier #45","2020-01-04T17:26:00Z","blue","85127A","46024E","None","None","8","9421V","55550X","None","None","27"
"Qualifier #46","2020-01-04T17:30:00Z","blue","5313C","2079A","None","None","7","1618A","99928D","None","None","9"
"Qualifier #47","2020-01-04T17:34:00Z","blue","55550W","10900Z","None","None","5","3379A","4716B","None","None","9"
"Qualifier #48","2020-01-04T17:38:00Z","blue","8884B","5313B","None","None","3","4344Z","4344Y","None","None","24"
"Qualifier #49","2020-01-04T17:42:00Z","red","10102X","2606B","None","None","31","2606A","1615A","None","None","15"
"Qualifier #50","2020-01-04T17:46:00Z","red","99928B","817F","None","None","16","25600S","99928C","None","None","13"
"Qualifier #51","2020-01-04T17:50:00Z","blue","99928D","9421R","None","None","5","817B","4716C","None","None","14"
"Qualifier #52","2020-01-04T17:54:00Z","blue","2079B","55550X","None","None","4","2606C","3379A","None","None","10"
"Qualifier #53","2020-01-04T17:58:00Z","blue","25600X","1618A","None","None","8","46024E","10102X","None","None","10"
"Qualifier #54","2020-01-04T18:02:00Z","red","2606B","8828A","None","None","17","5313C","55550W","None","None","3"
"Qualifier #55","2020-01-04T18:06:00Z","red","375X","2606A","None","None","19","4344Z","4716A","None","None","13"
"Qualifier #56","2020-01-04T18:10:00Z","blue","4344Y","4716B","None","None","5","4344X","9421V","None","None","13"
"Qualifier #57","2020-01-04T18:14:00Z","blue","5313A","8884B","None","None","4","81118P","2079A","None","None","24"
"Qualifier #58","2020-01-04T18:18:00Z","blue","8884A","85127A","None","None","4","977Z","10900Z","None","None","20"
"Qualifier #59","2020-01-04T18:22:00Z","blue","99928E","5313B","None","None","9","25600X","2606B","None","None","21"
"Qualifier #60","2020-01-04T18:26:00Z","red","9421V","1615A","None","None","13","817F","2606C","None","None","7"
"Qualifier #61","2020-01-04T18:30:00Z","blue","4716B","2079B","None","None","2","5313A","25600S","None","None","13"
"Qualifier #62","2020-01-04T18:34:00Z","blue","4716A","10900Z","None","None","7","4344Y","4716C","None","None","26"
"Qualifier #63","2020-01-04T18:38:00Z","blue","817B","3379A","None","None","16","10102X","99928E","None","None","21"
"Qualifier #64","2020-01-04T18:42:00Z","blue","8884A","99928C","None","None","3","1618A","8884B","None","None","10"
"Qualifier #65","2020-01-04T18:46:00Z","blue","8828A","99928B","None","None","6","85127A","5313B","None","None","12"
"Qualifier #66","2020-01-04T18:50:00Z","red","81118P","9421R","None","None","51","2606A","55550W","None","None","12"
"Qualifier #67","2020-01-04T18:54:00Z","red","99928D","977Z","None","None","20","46024E","4344Z","None","None","4"
"Qualifier #68","2020-01-04T18:58:00Z","blue","4344X","55550X","None","None","19","375X","2079A","None","None","26"
"Qualifier #69","2020-01-04T19:02:00Z","red","5313C","10102X","None","None","41","8884A","99928B","None","None","11"
"R16 #1-1","N/A","red","375X","81118P","None","None","27","1618A","817B","None","None","4"
"R16 #2-1","N/A","red","4344Y","4344Z","None","None","26","99928E","99928B","None","None","6"
"R16 #3-1","N/A","red","25600S","3379A","None","None","22","8884B","817F","None","None","4"
"R16 #4-1","N/A","red","9421V","9421R","None","None","19","85127A","5313B","None","None","12"
"R16 #5-1","N/A","red","2606B","10102X","None","None","28","5313A","55550X","None","None","9"
"R16 #6-1","N/A","red","5313C","4716C","None","None","19","2079A","99928D","None","None","2"
"R16 #7-1","N/A","red","977Z","1615A","None","None","26","2606A","46024E","None","None","8"
"R16 #8-1","N/A","blue","4716A","8884A","None","None","4","2606C","8828A","None","None","10"
"QF #1-1","N/A","red","375X","81118P","None","None","59","4344Y","4344Z","None","None","20"
"QF #2-1","N/A","blue","25600S","3379A","None","None","0","9421V","9421R","None","None","9"
"QF #3-1","N/A","red","2606B","10102X","None","None","30","5313C","4716C","None","None","8"
"QF #4-1","N/A","red","977Z","1615A","None","None","18","2606C","8828A","None","None","10"
"SF #1-1","N/A","red","375X","81118P","None","None","62","9421V","9421R","None","None","8"
"SF #2-1","N/A","blue","2606B","10102X","None","None","14","977Z","1615A","None","None","36"
"Final #1-1","N/A","red","375X","81118P","None","None","49","977Z","1615A","None","None","46"
